carnevil_animated	https://cdn.discordapp.com/attachments/1213219169760444416/1229262793430269962/carnevil_animated.zip?ex=67ed4ef0&is=67ebfd70&hm=07ab28a307bb94bf7bf8715cc0a6f10f35d19159c3c3c7a5f5e20ec797ff199d&	CarnEvil (nightmare edition - animated)	2024-04-14 00:00:00	1.0	carnevil.zip		MAME 2003+	Zydonian/DangerMiaus - modeler: ?/Zydonian
carnevil_nightmare	https://cdn.discordapp.com/attachments/1213219169760444416/1226351092225540189/carnevil_animated.zip?ex=67ed4334&is=67ebf1b4&hm=cc62c08b90d5b65bba8bc16bfabbb100f6e9653368f548dd8369ba2ad392e7b7&	CarnEvil (nightmare edition)	2024-04-06 00:00:00	1.0	carnevil.zip		MAME 2003+	Zydonian/DangerMiaus - modeler: ?/Zydonian
carnevil	https://cdn.discordapp.com/attachments/1213219169760444416/1214577507911737354/carnevil.zip?ex=67ed46f3&is=67ebf573&hm=8ab9b1c294d3f77110c00f6f4fe701a1d20c812bde23920450ea0111c98cd016&	CarnEvil (theater edition)	2024-03-05 00:00:00	1.0	carnevil.zip		MAME 2003+	Zydonian - modeler: ?/Zydonian
carnival	https://drive.google.com/uc?export=download&id=1bKTY8zgsle6KXMi2fm9DCTvljkMj0TMM	Carnival	2024-01-24 00:00:00	1.0	carnival.zip		MAME 2003+	Crusher124 - modeler: Crusher124
castillj	https://cdn.discordapp.com/attachments/1213219169760444416/1220895912650608670/castillj.zip?ex=67ed312c&is=67ebdfac&hm=3797fe0ed6da32978d7682a386003e1436f06138587942624567bfc8aab1d2cb&	Castle of Illusion Starring Mickey Mouse (Japanese version)	2024-03-22 00:00:00	1.0	castillj.zip/md_castillj.zip		FB Neo	Alyx_Hope - modeler: mAdbiLL
castill	https://cdn.discordapp.com/attachments/1213219169760444416/1221078146854686731/castill.zip?ex=67ed3224&is=67ebe0a4&hm=eb7f018f7157a6a2ba0e8e2ae23573f02fc5bcf07f1c14aa01a5988a5acf5979&	Castle of Illusion Starring Mickey Mouse (US version)	2024-03-23 00:00:00	1.0	castill.zip/md_castill.zip		FB Neo	Alyx_Hope - modeler: mAdbiLL
cstlevna	https://cdn.discordapp.com/attachments/1213219169760444416/1216440147311329391/cstlevna.zip?ex=67ed762b&is=67ec24ab&hm=7f42e2ee6ad4a78c32a5a6781a010ba6edfc32d0eaa4f04439a9e96bf98e807e&	Castlevania (red tent version)	2024-03-10 00:00:00	1.0	cstlevna.zip	updated to fit in cocktail space	MAME 2003+	Zydonian - modeler: GOZER/Zydonian
cstlevnasotn	https://cdn.discordapp.com/attachments/1213219169760444416/1248005984207638683/cstlevnasotn.zip?ex=67ecf0e5&is=67eb9f65&hm=01897b45b94b669eb68d02032f8488fe8c9f2d17ef44feeb0730f8362495b8d4&	Castlevania: Symphony of the Night	2024-06-05 00:00:00	1.0	Castlevania - Symphony of the Night (USA).chd		swanstation	Alyx_Hope - modeler: mAdbiLL
centiped	https://drive.google.com/uc?export=download&id=1Gmkgbk5wE1u42HTgdvsLxeCe8RpUY1PW	Centipede	2023-02-26 00:00:00	1.0	centiped.zip	Also available at https://curifab.itch.io/age-of-joy-elleby-cabinet-pack-01	MAME 2003+	Elleby - modeler: curif
centiped_alt	https://drive.google.com/uc?export=download&id=1NjvXyIIO5PXtE5pqdUJqBos61FEMKx9x	Centipede	2023-12-23 00:00:00	1.0	centiped.zip		MAME 2003+	Crusher124 - modeler: Crusher124
chasehq	https://drive.google.com/uc?export=download&id=1kl6NWabRmFpBNTvZXNeVvkOKsCHvhe8v	Chase H.Q.	2023-05-23 00:00:00	1.0	chasehq.zip		MAME 2003+	DangerMiaus - modeler: emunch
cheyenne	https://drive.google.com/uc?export=download&id=1wlT8JyyECDPruorC0FkbX4pT6MgTv05Y	Cheyenne	2023-10-04 00:00:00	1.0	cheyenne.zip		MAME 2003+	Crusher124 - modeler: Crusher124
chiller	https://drive.google.com/uc?export=download&id=1WFqsfHEzxCVoKlbb1_HYQLNdvsFerndX	Chiller	2023-08-20 00:00:00	1.0	chiller.zip		MAME 2003+	mAdbiLL - modeler: mAdbiLL
chplftbl	https://drive.google.com/uc?export=download&id=1f9l0GuVTtKust6exCXVhBkXLzJoi5cjU	Choplifter	2023-07-01 00:00:00	1.0	chplftbl.zip		MAME 2003+	mAdbiLL - modeler: mAdbiLL
circusc	https://drive.google.com/uc?export=download&id=11sMxZeMH2bOELFBNqLUlcxh2DrVmqHxh	Circus Charlie	2024-04-02 00:00:00	1.0	circusc.zip		MAME 2003+	Crusher124 - modeler: Crusher124
citycon	https://drive.google.com/uc?export=download&id=1bwGusO3OXKr8zPA10dLk3fCeap4k1Nuq	City Connection	2023-07-09 00:00:00	1.0	citycon.zip		MAME 2003+	mAdbiLL - modeler: mAdbiLL
claypign	https://drive.google.com/uc?export=download&id=1-gGb0hdl-I0hSkLU_Bfh_PjkUH1BiKJQ	Clay Pigeon	2023-10-23 00:00:00	1.0	claypign.zip		MAME 2003+	Crusher124 - modeler: Crusher124
cloak	https://drive.google.com/uc?export=download&id=1goNX9HxxQjLj9WHsFpsY_WEPFVAU07ok	Cloak & Dagger	2024-02-19 00:00:00	1.0	cloak.zip	optimized for mixed reality	MAME 2003+	mAdbiLL - modeler: Bond1/mAdbiLL
cobracom	https://drive.google.com/uc?export=download&id=1teCcdq-wvIT-52odjHTNHKRw-iFjrRBt	Cobra Command	2023-12-28 00:00:00	1.0	cobracom.zip		MAME 2003+	mAdbiLL - modeler: mAdbiLL
cobra_command	https://cdn.discordapp.com/attachments/1213219169760444416/1249575048205963316/cobra_command.zip?ex=67ed6033&is=67ec0eb3&hm=59c02d748fbb4dc48dad84295f0f998984f64405bc4fd72cb85ec52dd0066e1b&	Cobra Command	2024-06-09 00:00:00	1.0	Thunder Storm & Road Blaster (Japan) (Disc 1) (Thunder Storm).chd		swanstation	Zydonian - modeler: Zydonian
cobra_command_CA	https://cdn.discordapp.com/attachments/1213219169760444416/1250192769197277225/cobra_command_CA.zip?ex=67ecfc7f&is=67ebaaff&hm=3a8e64c416d50c16ea4e0eeef20fc8c28be6114d9e95ca4c1972faa41d2b8b1d&	Cobra Command (controller animated)	2024-06-11 00:00:00	1.0	Thunder Storm & Road Blaster (Japan) (Disc 1) (Thunder Storm).chd		swanstation	Zydonian - modeler: Zydonian
coleco_dx	https://cdn.discordapp.com/attachments/1213219169760444416/1219493374717857792/coleco_dx.zip?ex=67ed5cf5&is=67ec0b75&hm=665898bf86771fdf747012e195780efa08cb4827e8efd7df6ef32b162e2d99b0&	Coleco Vision Deluxe	2024-03-19 00:00:00	1.0	zaxxon.zip		FB Neo	Zydonian - modeler: ?/Zydonian
combat	https://drive.google.com/uc?export=download&id=1ZIHGgbpqPt6MniT5XgPQD9XTAGcl5Ctf	Combat	2023-10-04 00:00:00	1.0	combat.zip		MAME 2003+	Crusher124 - modeler: Crusher124
ctribe	https://cdn.discordapp.com/attachments/1066438854090965043/1196698219380482160/captaven.zip?ex=67ecd511&is=67eb8391&hm=0e6bf9d1043a285f82a1c9d7549e0d9f4f0f40ee04830408b8203dcd90b8cc44&	Combatribes	2024-01-13 00:00:00	1.0	ctribe.zip		MAME 2003+	Zydonian - modeler: ?/Zydonian
comixj	https://cdn.discordapp.com/attachments/1213219169760444416/1221084663250948146/comixj.zip?ex=67ed3836&is=67ebe6b6&hm=f6e27fe57a020eaa2a4872f9f7cbec9fa695434d84863c7cfcda53edc49c3d56&	Comix Zone	2024-03-23 00:00:00	1.0	comixj.zip/md_comxj.zip		FB Neo	Alyx_Hope - modeler: mAdbiLL
commando	https://drive.google.com/uc?export=download&id=1hizNJo2FnVoIP7fqmkypAo98_3Bs9Qpg	Commando	2023-02-05 00:00:00	1.0	commando.zip	Also available at https://curifab.itch.io/age-of-joy-cabinet-pack-4	MAME 2003+	Elleby - modeler: Elleby
commando	https://drive.google.com/uc?export=download&id=1c04UW4z0GvrgZkePFM-ouFwIICuxx0sZ	Commando	2024-02-27 00:00:00	1.0	commando.zip		MAME 2003+	mAdbiLL - modeler: mAdbiLL
compspace	https://drive.google.com/uc?export=download&id=1Gb9XHdw2Jha8SfJXvLJ0kn_RiWejkiiX	Computer Space	2023-08-31 00:00:00	1.0		No working rom so can put whatever rom you want. Just change the yaml file.		mAdbiLL - modeler: Dan Ludemann/mAdbiLL
congo	https://drive.google.com/uc?export=download&id=1btdchh3AW1DmiHVLjBeTahP5VcDkbS3Z	Congo Bongo	2023-05-27 00:00:00	1.0	congo.zip		MAME 2003+	Angelicide - modeler: curif
contra	https://drive.google.com/uc?export=download&id=1dbSX1i8nTYq7rW-VR8KWZRyb-b0ULLMf	Contra	2023-05-25 00:00:00	1.0	contra.zip		MAME 2003+	WillyLumpLumps - modeler: curif
nss_con3	https://cdn.discordapp.com/attachments/1066438854090965043/1200319493696655460/nss_con3.zip?ex=67ed7b64&is=67ec29e4&hm=ede24cbe17f7a205cb6af83ce397aa5c255b5a783698d669be5cdf0f64003388&	Contra III: The Alien Wars	2024-01-19 00:00:00	1.0	nss_con3.zip	no sound	MAME 2003+	Zydonian - modeler: GOZER/Zydonian
coolspotj	https://cdn.discordapp.com/attachments/1213219169760444416/1221856079462535299/coolspotj.zip?ex=67ed63a6&is=67ec1226&hm=fde1c2a055f7474477c9b51ab63a9be101df0e64c6efb3d46e4520f589446006&	Cool Spot	2024-03-25 00:00:00	1.0	coolspotj.zip/md_coolspotj.zip		FB Neo	Alyx_Hope - modeler: mAdbiLL
cracksht	https://drive.google.com/uc?export=download&id=1cGU6y5r6gOZZ0OlLQVEgy3Hu4BbtEzcn	Crackshot	2023-11-08 00:00:00	1.0	cracksht.zip		MAME 2003+	Crusher124 - modeler: Crusher124
psx_crashbandicoot1	https://cdn.discordapp.com/attachments/1213219169760444416/1241430436052336690/psx_crashbandicoot2.zip?ex=67ed68b0&is=67ec1730&hm=1c5b10d33f96181b7d7688e8396dbea99044343091e52c9e8eb65ec18288f431&	Crash Bandicoot	2024-05-18 00:00:00	1.0	crash1.cue		swanstation	Gimli - modeler: Crusher124
psx_crashbandicoot2	https://cdn.discordapp.com/attachments/1213219169760444416/1241430436052336690/psx_crashbandicoot2.zip?ex=67ed68b0&is=67ec1730&hm=1c5b10d33f96181b7d7688e8396dbea99044343091e52c9e8eb65ec18288f431&	Crash Bandicoot 2	2024-05-18 00:00:00	1.0	crash2.bin		swanstation	Gimli - modeler: Crusher124
psx_crashbandicoot3	https://cdn.discordapp.com/attachments/1213219169760444416/1241430436052336690/psx_crashbandicoot2.zip?ex=67ed68b0&is=67ec1730&hm=1c5b10d33f96181b7d7688e8396dbea99044343091e52c9e8eb65ec18288f431&	Crash Bandicoot 3	2024-05-18 00:00:00	1.0	Crash Bandicoot - Warped (USA).chd		swanstation	Gimli - modeler: Crusher124
crashbandicoot	https://cdn.discordapp.com/attachments/1213219169760444416/1241061536215203840/crashbandicoot.zip?ex=67ed62a0&is=67ec1120&hm=1aa39c8ce7a80ba500aa85af9578400548f997130499b1b33b381f7e023e3a67&	Crash Bandicoot N-Sane Trilogy	2024-05-17 00:00:00	1.0	Crash Bandicoot Collection.cue		swanstation	beholder/Gimli - modeler: Crusher124
psx_crashtrilogy	https://cdn.discordapp.com/attachments/1213219169760444416/1241430436052336690/psx_crashbandicoot2.zip?ex=67ed68b0&is=67ec1730&hm=1c5b10d33f96181b7d7688e8396dbea99044343091e52c9e8eb65ec18288f431&	Crash Bandicoot N-Sane Trilogy	2024-05-18 00:00:00	1.0	crashc.cue		swanstation	Gimli
psx_crashbash	https://cdn.discordapp.com/attachments/1213219169760444416/1254434327798747359/psx_crashbash.zip?ex=67ed4182&is=67ebf002&hm=564e7a688d508bdc33c81f947290932e0d3e29f73227794cbd2f11c3afc1220e&	Crash Bash	2024-06-24 00:00:00	1.0	crashbash.cue		swanstation	Gimli - modeler: crusher124
psx_crashteamracing	https://cdn.discordapp.com/attachments/1213219169760444416/1254434943401070724/psx_crashteamracing.zip?ex=67ed4214&is=67ebf094&hm=f5db1fbf28129e730e24377115b0892d01ded33b017802ba722ce299861aa8e2&	Crash Team Racing	2024-06-24 00:00:00	1.0	ctr.cue		swanstation	Gimli - modeler: e munch , mAdbiLL
crimec	https://drive.google.com/uc?export=download&id=1UmW13UQTygqxn3cuMJtRV6oEm5ElTjFK	Crime City	2024-01-14 00:00:00	1.0	crimec.zip		MAME 2003+	DangerMiaus - modeler: Crusher124
crossbow	https://drive.google.com/uc?export=download&id=1RQzgJkvmwlMuqxqhGlcRKqCldDyXYBW4	Crossbow	2023-12-28 00:00:00	1.0	crossbow.zip		MAME 2003+	mAdbiLL - modeler: mAdbiLL
ccastles	https://drive.google.com/uc?export=download&id=1elSsPGQIEPlBdqZTt9jh2duxrUgRxZZc	Crystal Castles	2023-05-04 00:00:00	1.0	ccastles.zip		MAME 2003+	emunch - modeler: emunch
arc2	https://cdn.discordapp.com/attachments/1213219169760444416/1257755564927356988/Cybertron_combo.zip?ex=67ed7926&is=67ec27a6&hm=bb01d85046e69c57d69d547f6ba3845186573afd7e3f39ec671868cb53e797d5&	CYBERTRON COMBO	2024-07-05 00:00:00	1.0	5019 - Transformers - War for Cybertron - Autobots (USA) (En,Fr).nds		desmume2015	Zydonian - modeler: jamessuret/zydonian
daioh	https://drive.google.com/uc?export=download&id=14Gg2z67nFjC5zQSh4pmWi9hwRnKjDHFC	Daioh	2024-05-30 00:00:00	1.0	daioh.zip		MAME 2003+	dmacell - modeler: Crusher124
darius	https://drive.google.com/uc?export=download&id=1CYodXxX0vuXbcUqBF1doxskrANnmQnvC	Darius	2024-05-15 00:00:00	1.0	darius.zip		MAME 2003+	mAdbiLL - modeler: mAdbiLL
dstlku	https://drive.google.com/uc?export=download&id=1s_YUeQoocsp9o77SUIsXYFAxRTkEpr3x	Darkstalkers: The Night Warriors	2023-08-15 00:00:00	1.0	dstlku.zip		MAME 2003+	Song - modeler: Elleby
davem	https://drive.google.com/uc?export=download&id=1gw1WjNano7eUXvpMrEVXQHQtRFGvOvQL	Dave Mirra Freestyle BMX	2024-06-14 00:00:00	1.0	Dave Mirra Freestyle BMX (v1.1).chd		swanstation	mAdbiLL - modeler: emunch
defender_alt	https://drive.google.com/uc?export=download&id=1ANAac8DP_NGWa6deG_6KkEHP0cSIN23l	Defender	2024-02-13 00:00:00	1.0	defender.zip		MAME 2003+	Crusher124 - modeler: Crusher124
defender	https://curifab.itch.io/age-of-joy-cabinet-pack-01	Defender		1.0	defender.zip	Available at https://curifab.itch.io/age-of-joy-cabinet-pack-01	MAME 2003+	curif - modeler: curif
dmnfrnt	https://cdn.discordapp.com/attachments/1213219169760444416/1229859645825355797/dmnfrnt.zip?ex=67ecd7cd&is=67eb864d&hm=c0dd8634247d4763e2693571aa8c5198949eed875d5f35110088f9f0405b9cbd&	Demon Front	2024-04-16 00:00:00	1.0	pgm.zip/dmnfrnt.zip		FB Neo	Alyx_Hope - modeler: Elleby
demonfrontast	https://cdn.discordapp.com/attachments/1213219169760444416/1232404312739549184/demonfrontast.zip?ex=67ecdf35&is=67eb8db5&hm=224047f680678dca96de3b38e2b028e6f1c3f529d6960854d5da3a4c582bcc52&	Demon Front (alternate color)	2024-04-23 00:00:00	1.0	pgm.zip/dmnfrnt.zip		FB Neo	Alyx_Hope - modeler: emunch
dassault	https://cdn.discordapp.com/attachments/1066438854090965043/1191836434223603933/area51.zip?ex=67ecf16d&is=67eb9fed&hm=e8fdf91da7888fdb8835add2e6014c2d4cb774bbbb70a5847e6fbfd681d91a21&	Desert Assault	2024-01-02 00:00:00	1.0	dassault.zip		MAME 2003+	Zydonian - modeler: mAdbiLL
dstrikej	https://drive.google.com/uc?export=download&id=1iBWn95X0NdyiumepYozb8wJkAyAG2lVf	Desert Strike - Return to the Gulf	2024-04-21 00:00:00	1.0	dstrikej.zip/md_dstrikej.zip		FB Neo	mAdbiLL - modeler: mAdbiLL
devstors	https://drive.google.com/uc?export=download&id=1vk8_9jkucq4-SiMo_hgv_VqV70TK55Z-	Devastators	2023-05-23 00:00:00	1.0	devstors.zip		MAME 2003+	DangerMiaus - modeler: Elleby
digdug	https://curifab.itch.io/age-of-joy-cabinet-pack-03	Dig Dug		1.0	digdug.zip	Available at https://curifab.itch.io/age-of-joy-cabinet-pack-03	MAME 2003+	curif - modeler: curif
dotron	https://drive.google.com/uc?export=download&id=1pG--T_8KGrsl4r7N_Alm3Czj6Qe1rSdT	Discs of Tron	2024-02-25 00:00:00	1.0	dotron.zip	lighted coinslot and optimized for MR	MAME 2003+	mAdbiLL - modeler: mAdbiLL
dotron-lit	https://drive.google.com/uc?export=download&id=10AXZsNGdAbJv_H-GJhcKd1ErbYrm2n1a	Discs of Tron (lit)	2024-03-10 00:00:00	1.0	dotron.zip	many features of the cabinet are lit	MAME 2003+	mAdbiLL - modeler: mAdbiLL
dotron	https://cdn.discordapp.com/attachments/1066438854090965043/1202282232518025246/dotron.zip?ex=67ed5f15&is=67ec0d95&hm=bb883d5c89579038260083ebfb1f663f0e261272e4e4db2c5b89d8d9904b7366&	Discs of Tron (sit-down version)	2024-01-31 00:00:00	1.0	dotron.zip		MAME 2003+	Zydonian/mAdbiLL - modeler: GOZER/Zydonian
dotrone	https://cdn.discordapp.com/attachments/1213219169760444416/1225283087940845689/dotrone.zip?ex=67ed550c&is=67ec038c&hm=e3bdbce45d5a288c70a8797e99bca262710d6029cd884853b2cbfa681f2590a4&	Discs of Tron (sit-down version)	2024-04-03 00:00:00	1.0	dotrone.zip		MAME 2003+	Zydonian/mAdbiLL - modeler: GOZER/Zydonian
djboy	https://drive.google.com/uc?export=download&id=1eY-rl2Jfy3lb9GfSaFjNMaBHPrcA_AuT	DJ Boy	2023-05-21 00:00:00	1.0	djboy.zip		MAME 2003+	PacketDevil - modeler: Elleby
ddp3blk	https://drive.google.com/uc?export=download&id=16DzsmOev_E3D-Mt9QTudMBo1dJvsGncX	DoDonPachi Dai-Ou-Jou (Black Label)	2023-05-04 00:00:00	1.0	ddp3blk.zip	Uses a Sega New Astro City candy cabinet (Vertical CRT)	MAME 2003+	emunch - modeler: emunch
dondokod	https://cdn.discordapp.com/attachments/1066438854090965043/1187755416336220231/dondokod.zip?ex=67ed41ee&is=67ebf06e&hm=856b80d95a39af697030a7afafb9752a8a60a164b45f9907a80fd5183eb373b2&	Don Doko Don	2023-12-21 00:00:00	1.0	dondokod.zip		MAME 2003+	Aero - modeler: Crusher124
donpachi	https://drive.google.com/uc?export=download&id=1SHrZWggaO3jH6NgAbSvuo39cHxMWhRwy	Don Pachi	2024-04-23 00:00:00	1.0	donpachi.zip		MAME 2003+	topbuzz - modeler: emunch
donald_in_maui_mallard	https://cdn.discordapp.com/attachments/1213219169760444416/1241492833798459443/donald_in_maui_mallard.zip?ex=67ecfa0d&is=67eba88d&hm=8af94e282aa6b537a356f51015810fcee97757bdf1d1e0a6c85dc296fadcbc15&	Donald in Maui Mallard	2024-05-18 00:00:00	1.0	donald in maui mallard.bin		genesis_plus_gx	beholder - modeler: ?/beholder
dkong	https://cdn.discordapp.com/attachments/1213219169760444416/1219930066004217876/dkong.zip?ex=67ecf968&is=67eba7e8&hm=0c2b9e865b5cfe9e37b5d79b6013334752243ff151d2c944bd72d101cbd1e9f7&	Donkey Kong	2024-03-20 00:00:00	1.0	dkong.zip		MAME 2003+	Emashzed - modeler: emunch
dkong	https://curifab.itch.io/age-of-joy-cabinet-pack-01	Donkey Kong		1.0	dkong.zip	Available at https://curifab.itch.io/age-of-joy-cabinet-pack-01	MAME 2003+	curif - modeler: curif
dkong3	https://drive.google.com/uc?export=download&id=1M2YXOuEcymP9q7aRc8hwilCxteqfeDpJ	Donkey Kong 3	2023-02-26 00:00:00	1.0	dkong3.zip		MAME 2003+	Elleby - modeler: Elleby
dkong3	https://cdn.discordapp.com/attachments/1066438854090965043/1151951647145209866/dkong3.zip?ex=67ecdcd2&is=67eb8b52&hm=52ef90ce65bdbc6ad6123349478a7a23e4448a0ea644d1fd2be63f9cd0f7287a&	Donkey Kong 3 (fix)	2023-09-14 00:00:00	1.0	dkong3.zip		MAME 2003+	Elleby - modeler: Elleby
dkcountry	https://cdn.discordapp.com/attachments/1213219169760444416/1240007352049078302/dkcountry3.zip?ex=67ecd896&is=67eb8716&hm=0fe4ace2f1d18a4818b53be473c945ef93c62c84f9756e91a1983e108a41ee82&	Donkey Kong Country	2024-05-14 00:00:00	1.0	Donkey Kong Country (USA) (Rev 1).sfc		snes9x	Alyx_Hope - modeler: GOZER/Zydonian
dk	https://drive.google.com/uc?export=download&id=1Ib6UutCIQGg-MV7QooO3BTTXSLRJgaVW	Donkey Kong Country	2024-06-23 00:00:00	1.0	Donkey Kong Country	you will need a controller to play properly	snes9x	dmacell - modeler: dmacell
dkcountry2	https://cdn.discordapp.com/attachments/1213219169760444416/1240007352049078302/dkcountry3.zip?ex=67ecd896&is=67eb8716&hm=0fe4ace2f1d18a4818b53be473c945ef93c62c84f9756e91a1983e108a41ee82&	Donkey Kong Country 2	2024-05-14 00:00:00	1.0	Donkey Kong Country 2 - Diddy's Kong Quest (USA) (En,Fr) (Rev 1) (Virtual Console).sfc		snes9x	Alyx_Hope - modeler: GOZER/Zydonian
dk	https://drive.google.com/uc?export=download&id=1ILB2kR4pTA0n8IS4NEqTbfVyKustl5Ov	Donkey Kong Country 2	2024-06-23 00:00:00	1.0	Donkey Kong Country 2		snes9x	dmacell - modeler: dmacell
dkcountry3	https://cdn.discordapp.com/attachments/1213219169760444416/1240007352049078302/dkcountry3.zip?ex=67ecd896&is=67eb8716&hm=0fe4ace2f1d18a4818b53be473c945ef93c62c84f9756e91a1983e108a41ee82&	Donkey Kong Country 3	2024-05-14 00:00:00	1.0	Donkey Kong Country 3 - Dixie Kong's Double Trouble! (USA) (En,Fr).sfc		snes9x	Alyx_Hope - modeler: GOZER/Zydonian
Donkey Kong Country 3	https://drive.google.com/uc?export=download&id=1Ip6yQDH8BI_GyhHR-lg6MZA-Sfg3d5YN	Donkey Kong Country 3	2024-06-23 00:00:00	1.0	Donkey Kong Country 3	You will need a controller to play properly	snes9x	dmacell - modeler: dmacell
dkongjr	https://drive.google.com/uc?export=download&id=1nISKmxeXmaIPgGh65-zQt6gbNflBDcl8	Donkey Kong, Jr.	2023-02-26 00:00:00	1.0	dkongjr.zip	Problems with emulation in current AgeOfJoy version!	MAME 2003+	Elleby - modeler: Elleby
dkongjr	https://drive.google.com/uc?export=download&id=1KvLnqcK4b7e2MkVA4huskkVkBKqjPG9a	Donkey Kong, Jr.	2023-05-07 00:00:00	1.0	dkongjr.zip	Problems with emulation in current AgeOfJoy version!	MAME 2003+	emunch - modeler: emunch
dkongjrFIXD	https://cdn.discordapp.com/attachments/1066438854090965043/1159949610396176384/dkongjrFIXD.zip?ex=67ecf481&is=67eba301&hm=f31ca64c1c4f71ff34c1203056c405fdfda1680d7a31eee35a289ba0f1ee6fbb&	Donkey Kong, Jr. (fix)	2023-10-06 00:00:00	1.0	dkongjr.zip	Fixed by DangerMiaus	MAME 2003+	DangerMiaus - modeler: emunch
doomPSX	https://drive.google.com/uc?export=download&id=1CT3WwjLY6DUe9qttrZbbeYX5IRsECgpa	Doom	2024-05-14 00:00:00	1.0	doom.chd		swanstation	mAdbiLL - modeler: mAdbiLL
ddragon	https://drive.google.com/uc?export=download&id=1-Se5-VTSDC7n1G7bT-iTfKBL04nq4jO7	Double Dragon	2023-02-02 00:00:00	1.0	ddragon.zip		MAME 2003+	Elleby - modeler: curif
ddragon	https://drive.google.com/uc?export=download&id=1xJsWLb1csoRfwL7mPJ6jTbVXra1CgxVp	Double Dragon	2024-02-02 00:00:00	1.0	ddragon.zip		MAME 2003+	Crusher124 - modeler: Crusher124
ddragon2	https://drive.google.com/uc?export=download&id=14aTVfLIOLz6mMflQoJbMRK9PoVCSLl7B	Double Dragon 2	2023-01-28 00:00:00	1.0	ddragon2.zip		MAME 2003+	Elleby - modeler: curif
ddragon2	https://cdn.discordapp.com/attachments/1066438854090965043/1202859645274955846/ddragon2.zip?ex=67ecd5d7&is=67eb8457&hm=6ffb34ebf69bc9136bf8bdcc388c8e3d8ddba9c814f02979e1fb21de20f1adcd&	Double Dragon 2	2024-02-02 00:00:00	1.0	ddragon2.zip		MAME 2003+	Zydonian - modeler: GOZER/Zydonian
drmario	https://drive.google.com/uc?export=download&id=1lsC2Kbyt_FVqnZBMi4Ga6n5UTHtlYQlf	Dr. Mario	2023-02-26 00:00:00	1.0	drmario.zip		MAME 2003+	Elleby - modeler: curif
Dragon_the_Bruce_Lee_Story	https://cdn.discordapp.com/attachments/1213219169760444416/1241492709940658237/Dragon_the_Bruce_Lee_Story.zip?ex=67ecf9ef&is=67eba86f&hm=711f93ba8b1d71dda78f6a541706893adef340acba2440edce30934d25ae23fe&	Dragon - The Bruce Lee Story	2024-05-18 00:00:00	1.0	Dragon - The Bruce Lee Story.gen		genesis_plus_gx	beholder - modeler: ?/beholder
dbz	https://drive.google.com/uc?export=download&id=1CZV-9K4o1Qa4DB6gjNRmciY8Mg9Ll2ua	Dragon Ball Z	2023-08-10 00:00:00	1.0	dbz.zip	Rom takes a while to load. May need to put in a second quarter once it does.	MAME 2003+	Angelicide - modeler: Angelicide
dbreed	https://cdn.discordapp.com/attachments/1066438854090965043/1186115122435997756/dbreed.zip?ex=67ed390a&is=67ebe78a&hm=cbfcbc0ec5230b8b4421edbc8baa2eb0000391a170c595c3daaffac6a8436600&	Dragon Breed	2023-12-17 00:00:00	1.0	dbreed.zip		MAME 2003+	Aero - modeler: Elleby
dbreed	https://drive.google.com/uc?export=download&id=1t95hPAd4WeVS32T_jU64LYFREkFvBQHF	Dragon Breed	2023-12-21 00:00:00	1.0	dbreed.zip		MAME 2003+	DangerMiaus - modeler: Crusher124
dragngun	https://drive.google.com/uc?export=download&id=1T3IVlCb5l462NyOL0MXYgUt5urm34akF	Dragon Gun (with gun)	2023-09-16 00:00:00	1.0	dragngun.zip	includes dragon gun model	MAME 2003+	DangerMiaus - modeler: Dangermiaus/Crusher124
dspirit	https://drive.google.com/uc?export=download&id=1dhLI3I6hPLdyR6H5IFY0DdL1DHSzzIpn	Dragon Spirit	2023-11-16 00:00:00	1.0	dspirit.zip		MAME 2003+	DangerMiaus/Crusher124 - modeler: Crusher124
lair	https://cdn.discordapp.com/attachments/1213219169760444416/1239770973511614484/lair.zip?ex=67ed4df1&is=67ebfc71&hm=94a0969a0eda847feaa3de84816933792bffeaa7aa5603789ba45649ea4b1bc6&	Dragon's Lair	2024-05-13 00:00:00	1.0	Dragon's Lair (USA).nds		desmume2015	Zydonian/DangerMiaus - modeler: )p( / Zydonian
lair_ANI	https://cdn.discordapp.com/attachments/1213219169760444416/1239770973511614484/lair.zip?ex=67ed4df1&is=67ebfc71&hm=94a0969a0eda847feaa3de84816933792bffeaa7aa5603789ba45649ea4b1bc6&	Dragon's Lair (controller animated)	2024-05-13 00:00:00	1.0	Dragon's Lair (USA).nds		desmume2015	Zydonian/DangerMiaus - modeler: )p( / Zydonian
lair2	https://cdn.discordapp.com/attachments/1213219169760444416/1240377411888087181/spaceace.zip?ex=67ecdfbc&is=67eb8e3c&hm=76c21bc3ca08a250a6ffdfb729e269dc4fb3355d1fd1514eda28d32ac0a49d77&	Dragon's Lair 2	2024-05-15 00:00:00	1.0	aliens.nds	IMPORTANT: Read instructions in the YAML file	melonds	James-suret - modeler: )p( / Zydonian
